login start!,,0.001,,,,,,
login,,0.001,,,,,,
sessions,FetchUUIDFromToken,0.243,R,uuid,,,,
Info,,0.243,,,,,,
accounts,FetchUsernameFromUUID,0.244,R,userName,,,,
accounts,FetchDiscordIdByUsername,0.245,R,discordId,,,,
accounts,FetchGoogleIdByUsername,0.246,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,0.246,R,slot,,,,
sessions,FetchUUIDFromToken,0.432,R,uuid,,,,
activeClientSessions,IsActiveSession,0.433,R,id,,,,
get system,,0.433,,,,,,
systemSaveData,ReadSystemSaveData,0.434,R,data,,,,
sessions,FetchUUIDFromToken,0.713,R,uuid,,,,
activeClientSessions,UpdateActiveSession,0.714,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,0.714,R,data,,,,
sessions,FetchUUIDFromToken,16.958,R,uuid,,,,
activeClientSessions,UpdateActiveSession,16.958,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,16.959,R,data,,,,
sessions,FetchUUIDFromToken,16.969,R,uuid,,,,
activeClientSessions,UpdateActiveSession,16.970,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,16.971,R,data,,,,
sessions,FetchUUIDFromToken,16.973,R,uuid,,,,
sessions,FetchUUIDFromToken,16.973,R,uuid,,,,
activeClientSessions,UpdateActiveSession,16.974,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,16.974,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,16.974,R,data,,,,
sessionSaveData,ReadSessionSaveData,16.975,R,data,,,,
sessions,FetchUUIDFromToken,24.499,R,uuid,,,,
updateAll,,24.499,,,,,,
activeClientSessions,IsActiveSession,24.854,R,id,,,,
accounts,FetchTrainerIds,24.855,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,24.856,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,24.857,R,data,,,,
accounts,UpdateAccountLastActivity,24.859,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,24.906,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,24.909,W,lastActivity,,,,
accountStats,UpdateAccountStats,24.911,W,stats,,,,
systemSaveData,StoreSystemSaveData,25.023,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,51.979,R,uuid,,,,
activeClientSessions,IsActiveSession,51.980,R,id,,,,
verify system,,51.980,,,,,,
accounts,FetchAccountKeySaltFromUsername,87.930,R,key,salt,,,
accounts,AddAccountSession,88.168,R,uuid,token,expire,,
sessions,AddAccountSession,88.168,W,uuid,token,expire,,
accounts,AddAccountSession,88.172,W,lastLoggedIn,,,,
login start!,,0.000,,,,,,
login,,0.000,,,,,,
sessions,FetchUUIDFromToken,0.219,R,uuid,,,,
Info,,0.219,,,,,,
accounts,FetchUsernameFromUUID,0.220,R,userName,,,,
accounts,FetchDiscordIdByUsername,0.221,R,discordId,,,,
accounts,FetchGoogleIdByUsername,0.222,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,0.222,R,slot,,,,
sessions,FetchUUIDFromToken,0.406,R,uuid,,,,
activeClientSessions,IsActiveSession,0.407,R,id,,,,
get system,,0.407,,,,,,
activeClientSessions,UpdateActiveSession,0.409,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,0.409,R,data,,,,
sessions,FetchUUIDFromToken,9.239,R,uuid,,,,
activeClientSessions,UpdateActiveSession,9.240,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,9.241,R,data,,,,
sessions,FetchUUIDFromToken,11.152,R,uuid,,,,
activeClientSessions,UpdateActiveSession,11.153,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,11.153,R,data,,,,
sessions,FetchUUIDFromToken,11.156,R,uuid,,,,
activeClientSessions,UpdateActiveSession,11.156,W,uuid,clientSessionId,,,
sessions,FetchUUIDFromToken,11.157,R,uuid,,,,
sessionSaveData,ReadSessionSaveData,11.158,R,data,,,,
activeClientSessions,UpdateActiveSession,11.158,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,11.159,R,data,,,,
sessions,FetchUUIDFromToken,11.163,R,uuid,,,,
activeClientSessions,UpdateActiveSession,11.164,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,11.165,R,data,,,,
sessions,FetchUUIDFromToken,36.948,R,uuid,,,,
activeClientSessions,IsActiveSession,36.949,R,id,,,,
verify system,,36.949,,,,,,
sessions,FetchUUIDFromToken,54.218,R,uuid,,,,
activeClientSessions,IsActiveSession,54.218,R,id,,,,
verify system,,54.218,,,,,,
sessions,FetchUUIDFromToken,64.927,R,uuid,,,,
activeClientSessions,IsActiveSession,64.927,R,id,,,,
verify system,,64.928,,,,,,
accounts,FetchAccountKeySaltFromUsername,98.043,R,key,salt,,,
accounts,AddAccountSession,98.295,R,uuid,token,expire,,
sessions,AddAccountSession,98.295,W,uuid,token,expire,,
accounts,AddAccountSession,98.297,W,lastLoggedIn,,,,
login start!,,0.000,,,,,,
login,,0.000,,,,,,
sessions,FetchUUIDFromToken,0.187,R,uuid,,,,
Info,,0.187,,,,,,
accounts,FetchUsernameFromUUID,0.188,R,userName,,,,
accounts,FetchDiscordIdByUsername,0.190,R,discordId,,,,
accounts,FetchGoogleIdByUsername,0.190,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,0.191,R,slot,,,,
sessions,FetchUUIDFromToken,0.375,R,uuid,,,,
activeClientSessions,IsActiveSession,0.375,R,id,,,,
get system,,0.375,,,,,,
activeClientSessions,UpdateActiveSession,0.379,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,0.380,R,data,,,,
sessions,FetchUUIDFromToken,3.924,R,uuid,,,,
activeClientSessions,UpdateActiveSession,3.924,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,3.925,R,data,,,,
sessions,RemoveSessionFromToken,15.395,W,token,,,,
logout,,15.395,,,,,,
